sampleID,d15N,d13C,sampling_id,location,year,habitat_type,sample_category,length_mm,notes
SI_377,11.1105454545455,-9.12625818434728,OCS_2022_eelgrass,Oyster Creek Samish,2022,eelgrass,bubble snail,NA,NA
SI_378,9.60554545454545,-9.66499278225433,OCS_2022_eelgrass,Oyster Creek Samish,2022,eelgrass,bubble snail,NA,NA
SI_429,9.265,-8.37710861063133,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_430,9.224,-8.68174386350806,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_431,10.703,-12.2668308467494,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_432,10.249,-11.968797886408,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_433,10.511,-12.0908719135465,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_434,9.357,-8.37216370850787,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_435,10.406,-11.2669721150386,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_436,8.881,-10.4536875790649,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_437,8.896,-10.0035543018034,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_438,8.907,-8.29409550950343,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,bubble snail,NA,NA
SI_595,8.99518181818182,-13.3758377065116,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_596,9.16718181818182,-12.6483468660668,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_597,9.73763636363636,-15.6395436216412,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_598,9.14163636363636,-14.485804540992,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_599,9.49463636363636,-13.271709774355,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_600,8.73963636363636,-14.1135016606379,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_601,8.98563636363636,-14.6886469770572,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_602,8.69763636363636,-14.5893593611611,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_603,9.41063636363636,-14.5171688237084,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_604,9.81763636363636,-13.5006603205957,DH_2022_general,Drayton Harbor,2022,flipbags,bubble snail,NA,NA
SI_605,8.42563636363636,-11.7071854556453,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_606,8.64463636363636,-10.9780818293878,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_607,9.30763636363636,-11.0241231447621,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_608,8.63463636363636,-11.0469670333999,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_609,8.69663636363636,-9.96106495036399,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_610,8.41763636363636,-11.2564559236917,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_611,8.68363636363636,-10.6519199249226,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_612,9.29963636363636,-10.0212686499722,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_613,8.25663636363636,-11.3203878018069,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_614,8.94463636363636,-11.8413428194901,DH_2022_general,Drayton Harbor,2022,eelgrass,bubble snail,NA,NA
SI_12b,8.79681818181818,-19.0190671957906,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam gut,NA,NA
SI_13b,8.54981818181818,-19.012110694866,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam gut,NA,NA
SI_14b,8.59981818181818,-19.010573912837,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam gut,NA,NA
SI_15b,8.54681818181818,-18.6964147540259,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam gut,NA,NA
SI_16b,8.78781818181818,-19.0815343541324,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam gut,NA,NA
SI_92b,8.11663636363636,-17.2678794701101,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam gut,NA,NA
SI_93b,8.95163636363636,-15.8371447086622,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam gut,NA,NA
SI_94b,8.26163636363636,-16.4663863321032,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam gut,NA,NA
SI_95b,8.47763636363636,-16.392677556086,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam gut,NA,NA
SI_96b,8.42463636363636,-16.8957860968992,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam gut,NA,NA
SI_107b,8.80763636363636,-17.9167013440373,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam gut,NA,NA
SI_108b,9.14127272727273,-17.483825254974,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam gut,NA,NA
SI_109b,8.88127272727273,-18.170464782133,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam gut,NA,NA
SI_110b,8.68527272727273,-18.8318729802048,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam gut,NA,NA
SI_111b,7.42127272727273,-19.9770733606002,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam gut,NA,NA
SI_128b,8.591090909,-17.85076528,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam gut,NA,NA
SI_129b,9.037090909,-18.07524809,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam gut,NA,NA
SI_130b,8.823090909,-17.86759205,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam gut,NA,NA
SI_131b,8.499090909,-18.06072504,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam gut,NA,NA
SI_132b,8.824090909,-17.31970612,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam gut,NA,NA
SI_12a,11.7778181818182,-17.5953412203914,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam muscle,NA,NA
SI_13a,11.5038181818182,-17.3264082704272,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam muscle,NA,NA
SI_14a,11.2508181818182,-17.4886036730245,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam muscle,NA,NA
SI_15a,10.8798181818182,-17.118312031515,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam muscle,NA,NA
SI_16a,11.2588181818182,-17.6528449356863,OCS_2021_clamnet,Oyster Creek Samish,2021,clamnet,clam muscle,NA,NA
SI_92a,11.1236363636364,-16.110024804049,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam muscle,NA,NA
SI_93a,12.3316363636364,-14.5195026125884,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam muscle,NA,NA
SI_94a,10.7976363636364,-16.0524834463794,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam muscle,NA,NA
SI_95a,11.7046363636364,-16.0641494667904,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam muscle,NA,NA
SI_96a,11.6066363636364,-16.0986556472838,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,clam muscle,NA,NA
SI_107a,12.4286363636364,-16.0815388770006,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam muscle,NA,NA
SI_108a,11.1592727272727,-16.2205281691806,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam muscle,NA,NA
SI_109a,11.3262727272727,-16.2585986512391,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam muscle,NA,NA
SI_110a,10.5462727272727,-16.3811135683311,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam muscle,NA,NA
SI_111a,8.70827272727273,-17.2837783580011,DH_2021_flipbags,Drayton Harbor,2021,flipbags,clam muscle,NA,NA
SI_128a,10.74309091,-16.03325691,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam muscle,NA,NA
SI_129a,11.32509091,-16.0748011,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam muscle,NA,NA
SI_130a,11.02909091,-16.10532342,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam muscle,NA,NA
SI_131a,10.55809091,-16.08491641,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam muscle,NA,NA
SI_132a,11.21509091,-15.98256741,DH_2021_eelgrass,Drayton Harbor,2021,eelgrass,clam muscle,NA,NA
SI_141a,13.0744545454545,-14.4385560758016,DH_2021_general,Drayton Harbor,2021,general,dungeness crab,149,NA
SI_142a,12.8574545454545,-15.2793074077027,DH_2021_general,Drayton Harbor,2021,general,dungeness crab,165,NA
SI_147a,14.288454545454501,-11.2030048690709,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,dungeness crab,105,NA
SI_148a,14.2214545454545,-11.2364817829857,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,dungeness crab,92,NA
SI_149a,14.2154545454545,-9.13195203006853,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,dungeness crab,98,"stomach empty, no stomach sample"
SI_150a,13.9504545454545,-12.0208625879557,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,dungeness crab,89,"stomach empty, no stomach sample"
SI_151a,14.0394545454545,-11.8229571348179,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,dungeness crab,79,NA
SI_162a,14.1346363636364,-11.2454497899389,PBR_2020_eelgrass,Padilla Bay Reserve,2020,eelgrass,dungeness crab,90,NA
SI_163a,13.7306363636364,-11.5792098698439,PBR_2020_eelgrass,Padilla Bay Reserve,2020,eelgrass,dungeness crab,92,NA
SI_164a,13.0526363636364,-11.9562068869338,PBR_2020_eelgrass,Padilla Bay Reserve,2020,eelgrass,dungeness crab,83,NA
SI_165a,13.7606363636364,-13.2208206843371,PBR_2020_eelgrass,Padilla Bay Reserve,2020,eelgrass,dungeness crab,83,NA
SI_166a,13.7836363636364,-12.9949011685185,PBR_2020_eelgrass,Padilla Bay Reserve,2020,eelgrass,dungeness crab,103,NA
SI_165,12.7092727272727,-13.1900904205042,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,150,#02 labeled on collection sheet and baggie
SI_166,13.3662727272727,-10.2774162260973,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,80,#03 labeled on collection sheet and baggie
SI_167,13.8782727272727,-9.84937483307877,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,75,#04 labeled on collection sheet and baggie
SI_168,13.5962727272727,-12.4786738050927,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,60,#05 labeled on collection sheet and baggie
SI_169,13.0302727272727,-11.9202547015366,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,155,#06 labeled on collection sheet and baggie
SI_170,12.4282727272727,-13.6737770016259,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,170,#07 labeled on collection sheet and baggie
SI_171,13.9552727272727,-10.230411225699,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,80,#08 labeled on collection sheet and baggie
SI_172,12.8242727272727,-12.1007786537486,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,150,#09 labeled on collection sheet and baggie
SI_173,12.4342727272727,-12.7156500297943,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,160,#10 labeled on collection sheet and baggie
SI_174,12.3632727272727,-12.6029159979143,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,155,#11 labeled on collection sheet and baggie
SI_175,13.2242727272727,-11.0698089861989,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,135,#12 labeled on collection sheet and baggie
SI_176,12.3482727272727,-11.8838734834484,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,165,#13 labeled on collection sheet and baggie
SI_177,13.0072727272727,-12.5805449388482,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,165,#14 labeled on collection sheet and baggie
SI_178,11.9672727272727,-12.1977486743502,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,150,#15 labeled on collection sheet and baggie
SI_180,13.1972727272727,-11.6073465547114,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,65,#17 labeled on collection sheet and baggie
SI_181,13.6022727272727,-11.5594681740727,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,95,#18 labeled on collection sheet and baggie
SI_182,13.4102727272727,-8.92980871125741,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,85,#19 labeled on collection sheet and baggie
SI_183,13.5902727272727,-10.0527590915061,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,75,#20 labeled on collection sheet and baggie
SI_184,14.0592727272727,-11.6556764893446,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,70,#21 labeled on collection sheet and baggie
SI_185,13.4072727272727,-9.31352102361588,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,80,#22 labeled on collection sheet and baggie
SI_186,13.1682727272727,-10.9485981616492,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,75,#23 labeled on collection sheet and baggie
SI_187,12.9292727272727,-11.0662970449623,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,60,#24 labeled on collection sheet and baggie
SI_188,13.1818181818182,-12.2426234050358,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,55,#25 labeled on collection sheet and baggie
SI_189,12.6748181818182,-13.3856118120676,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,55,#26 labeled on collection sheet and baggie
SI_190,13.9678181818182,-11.9717888200953,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,65,#27 labeled on collection sheet and baggie
SI_191,12.7868181818182,-13.2682586246246,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,50,#28 labeled on collection sheet and baggie
SI_192,12.8088181818182,-13.1134199667982,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,45,#29 labeled on collection sheet and baggie
SI_193,12.7548181818182,-11.7456985943124,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,70,#30 labeled on collection sheet and baggie
SI_194,12.9458181818182,-13.4089020960376,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,60,#31 labeled on collection sheet and baggie
SI_195,13.0678181818182,-11.9403293731935,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,70,#32 labeled on collection sheet and baggie
SI_196,13.2608181818182,-12.6251907440366,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,105,#33 labeled on collection sheet and baggie
SI_197,13.4398181818182,-12.3547302498694,OCS_2022_general,Oyster Creek Samish,2022,general,dungeness crab,NA,length not recorded
SI_439,13.381,-11.1477542394611,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,dungeness crab,70,NA
SI_440,13.248,-11.6256803799905,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,dungeness crab,70,NA
SI_441,13.584,-11.2106225578749,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,dungeness crab,60,NA
SI_442,12.855,-11.5299980128101,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,dungeness crab,80,NA
SI_443,13.712,-11.33459007528,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,dungeness crab,85,NA
SI_444,13.388,-10.9089350999876,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,dungeness crab,75,NA
SI_445,13.338,-10.9155298977503,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,dungeness crab,70,NA
SI_446,13.715,-10.6259136227672,PBR_2022_eelgrass,Padilla Bay Reserve,2022,eelgrass,dungeness crab,70,NA
SI_579,12.9581818181818,-15.4359399392709,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,150,NA
SI_580,12.4231818181818,-13.7829740663597,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,115,NA
SI_581,12.0531818181818,-14.5363599206522,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,100,NA
SI_582,11.1921818181818,-17.3870743898695,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,35,NA
SI_583,11.9531818181818,-16.416270690298,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,30,NA
SI_584,12.0041818181818,-14.2393608640279,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,25,NA
SI_585,11.2801818181818,-15.904433284617,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,25,NA
SI_586,11.2761818181818,-16.6944762127674,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,25,NA
SI_587,11.1791818181818,-17.7468477783713,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,15,NA
SI_588,11.8341818181818,-15.4111818473326,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,15,NA
SI_589,11.6661818181818,-15.5551191503061,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,10,NA
SI_590,11.9041818181818,-14.686172568328,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,10,NA
SI_591,11.6501818181818,-16.1195765567273,DH_2022_general,Drayton Harbor,2022,general,dungeness crab,10,NA
SI_141b,10.4284545454545,-12.8114505261617,DH_2021_general,Drayton Harbor,2021,general,dungeness gut,149,just mussel shells
SI_142b,8.51145454545454,-4.87471844136874,DH_2021_general,Drayton Harbor,2021,general,dungeness gut,165,just mussel shells
SI_147b,11.3204545454545,-14.4459543217,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,dungeness gut,105,NA
SI_148b,11.8624545454545,-14.4713153588648,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,dungeness gut,92,NA
SI_151b,12.8024545454545,-13.2723110957156,PBR_2021_eelgrass,Padilla Bay Reserve,2021,eelgrass,dungeness gut,79,NA
SI_163b,11.5066363636364,-15.4122752021318,PBR_2020_eelgrass,Padilla Bay Reserve,2020,eelgrass,dungeness gut,92,NA
SI_166b,10.4916363636364,-16.2261189108501,PBR_2020_eelgrass,Padilla Bay Reserve,2020,eelgrass,dungeness gut,103,NA
SI_230,12.4819090909091,-10.7380005211266,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,29,NA
SI_231,12.7399090909091,-12.4330874407537,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,32,NA
SI_232,12.5589090909091,-12.2700373855791,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,30,NA
SI_233,13.1099090909091,-7.42480689047454,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,47,NA
SI_234,12.7249090909091,-11.3708482403173,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,36,NA
SI_235,12.8329090909091,-9.48246648854482,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,33,NA
SI_236,12.8024545454545,-14.3889433946733,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,25,NA
SI_237,12.7154545454545,-14.0119094915135,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,25,NA
SI_238,12.6234545454545,-14.3208197606566,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,27,NA
SI_239,12.4444545454545,-14.188793658516,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,34,NA
SI_240,12.6444545454545,-14.4180123865916,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,30,NA
SI_241,12.7424545454545,-14.4142248555026,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,30,NA
SI_242,12.7144545454545,-14.3972473317021,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,32,NA
SI_243,12.8514545454545,-13.4147335895919,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,33,NA
SI_244,12.4374545454545,-14.7440613535157,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,32,NA
SI_245,12.5084545454545,-13.6316719715824,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,35,NA
SI_246,12.7074545454545,-14.2378671435057,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,36,NA
SI_247,12.6784545454545,-14.1005620995965,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,37,NA
SI_248,12.6254545454545,-13.9773470696409,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,37,NA
SI_249,12.7834545454545,-14.4876487515112,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,39,NA
SI_250,12.7354545454545,-14.2653779537923,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,37,NA
SI_251,12.5684545454545,-13.4005808038944,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,36,NA
SI_252,12.6884545454545,-14.183615983821,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,38,NA
SI_253,12.6494545454545,-14.3246242299765,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,43,NA
SI_254,13.0374545454545,-14.3374712477565,OCS_2022_general,Oyster Creek Samish,2022,general,English sole,40,NA
